"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","osd_id","phase_shift","tissue","light_regime","is_circadian"
"GO:0036297 (interstrand cross-link repair)",0.711192731490431,0.815569226698419,0.289917066009546,0.822518675302428,3678,15,"AT5G65740;AT5G22750;AT1G48360;AT5G44010;AT1G79950;AT5G08110","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0036503 (ERAD pathway)",0.00325534079348932,0.0166247825246472,-0.438178219733266,-1.69306871384694,15,52,"AT4G21810;AT4G03510;AT4G34100;AT4G27470;AT5G25270;AT1G18260;AT1G19310;AT4G28270;AT4G10790;AT3G58460;AT3G58030;AT2G23780;AT4G29960;AT1G17280;AT5G42220;AT4G29330","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0040029 (epigenetic regulation of gene expression)",0.462343525548943,0.626646937870056,-0.245565882996765,-0.996756552659523,2252,67,"AT3G20770;AT5G61060;AT3G52250;AT3G63270;AT3G11100;AT5G27650;AT5G26040;AT5G03280;AT1G54490;AT5G63110;AT3G61740;AT4G00830;AT3G44680;AT4G38495;AT4G38130;AT1G08460;AT5G55390;AT5G11530;AT4G24680;AT1G79350;AT5G53430;AT1G30970;AT3G18520;AT5G04240;AT2G19520;AT2G27350;AT2G46020;AT3G07610;AT4G15180","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042023 (DNA endoreduplication)",0.414566382218694,0.588606042678429,0.339766739603663,1.03376493594276,2088,20,"AT3G50630;AT1G15570;AT2G29680;AT3G54180;AT4G37630;AT1G47870;AT3G48160;AT2G42260;AT4G22910;AT3G20780","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042026 (protein refolding)",0.224545102593883,0.387324217081712,0.335702373637154,1.17270283756126,1159,34,"AT1G55490;AT2G28000;AT3G13470;AT5G56500;AT3G23990;AT2G33210;AT3G17830;AT4G39960;AT5G42020;AT4G24280;AT3G13860;AT5G18820;AT5G59610;AT2G22360;AT4G37910;AT1G80030;AT1G26230","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042127 (regulation of cell population proliferation)",0.0541394981229006,0.141766545991354,0.473582366877157,1.47979863637974,273,22,"AT1G44900;AT4G34160;AT4G37750;AT5G67260;AT3G50070;AT1G11130;AT5G13060;AT1G63980;AT3G59900;AT1G78570;AT5G50915;AT2G26300","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042147 (retrograde transport, endosome to Golgi)",0.347552305504774,0.525694693250939,-0.322113769536676,-1.07629286503592,1710,28,"AT4G29950;AT5G01430;AT1G48550;AT1G75850;AT2G17790;AT5G05710;AT3G61480;AT3G03180;AT1G05785;AT1G50730;AT4G19490;AT5G28350;AT1G50500;AT4G39890","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042254 (ribosome biogenesis)",0.000394399526720568,0.00312405940902345,0.648463452185257,2.19452336397964,1,30,"AT5G46580;AT4G12600;AT3G28900;AT2G47610;AT1G52980;AT1G69620;AT3G62870;AT1G26880;AT3G09200;AT1G48630;AT4G22380;AT2G48120;AT3G11250;AT2G40010;AT5G66470","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042273 (ribosomal large subunit biogenesis)",0.0114443567482242,0.0441927533952074,0.519608960373819,1.68225140625269,57,25,"AT2G20450;AT1G41880;AT3G55750;AT1G25260;AT4G27090;AT5G67510;AT3G49910;AT1G13160;AT2G18220;AT1G07070;AT1G02870;AT3G22660;AT3G55510","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042538 (hyperosmotic salinity response)",0.130620549338759,0.267461124836506,-0.323413686174297,-1.24963215657988,641,52,"AT5G46050;AT5G46180;AT3G19580;AT3G55610;AT5G58070;AT2G40950;AT4G30960;AT2G25090;AT5G59820;AT1G18260;AT5G19660;AT5G49480","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042542 (response to hydrogen peroxide)",0.00264657980456026,0.0140994782508432,-0.433545078847811,-1.70659588803294,12,57,"AT1G73260;AT1G34370;AT4G14030;AT4G35090;AT3G17790;AT1G35580;AT4G12570;AT1G22770;AT2G43790;AT5G39610;AT3G29035;AT2G47900;AT3G02860;AT2G18170;AT4G37610;AT4G17410;AT5G05410;AT5G01600;AT3G48360;AT2G19310;AT1G20630;AT1G11760;AT3G10930;AT5G58940;AT1G31770;AT4G23810;AT2G01980","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042545 (cell wall modification)",0.000193573364305072,0.00186712983065567,0.650743685407937,2.27323077324378,0,34,"AT3G14310;AT3G10720;AT4G33220;AT2G26440;AT5G53370;AT4G02330;AT1G11580;AT3G49220;AT1G25570;AT5G19730;AT5G47500;AT3G43270;AT2G27370;AT1G53840;AT5G06200;AT1G53830;AT1G28340;AT3G11550;AT5G09760","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042546 (cell wall biogenesis)",0.000194401244167963,0.00186712983065567,0.521420662395861,1.95229631693375,0,46,"AT2G06850;AT1G11545;AT4G30290;AT1G02730;AT4G37800;AT2G33570;AT3G23730;AT4G03210;AT2G36870;AT3G44990;AT5G44670;AT1G01050;AT5G45750;AT5G48070;AT1G65310;AT5G13870;AT4G14130;AT1G64440;AT1G07410;AT1G14720;AT1G01200;AT4G39990;AT5G65270","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042594 (response to starvation)",0.227933647347942,0.390285258328346,-0.414436968356951,-1.19904281868719,1112,16,"AT1G03380;AT3G62770;AT5G54730;AT2G26890;AT1G54710;AT5G65040","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042631 (cellular response to water deprivation)",0.165501644736842,0.316292032163743,-0.354747490159432,-1.23122346568719,804,33,"AT3G20660;AT3G06190;AT3G17000;AT1G18390;AT1G64660;AT5G19000;AT2G15970;AT5G24090;AT1G79410;AT3G10550","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042742 (defense response to bacterium)",0.00021381227282446,0.00186712983065567,-0.384668909091442,-1.95520966073652,0,302,"AT1G73260;AT5G56980;AT5G24530;AT4G39090;AT4G33300;AT2G47130;AT5G46050;AT5G46180;AT1G27320;AT5G04720;AT1G48490;AT5G48380;AT3G05200;AT4G33430;AT3G20770;AT3G30775;AT1G08830;AT3G09830;AT3G01420;AT3G50260;AT2G39940;AT4G04960;AT1G32230;AT5G58430;AT1G80460;AT5G65210;AT4G28350;AT5G27420;AT2G40000;AT1G02860;AT1G64280;AT4G24230;AT1G02120;AT4G26090;AT1G79380;AT4G19660;AT1G66340;AT2G43790;AT5G67330;AT1G33980;AT2G27080;AT2G39050;AT4G02410;AT2G24570;AT1G12220;AT1G59820;AT4G23270;AT4G34390;AT4G18360;AT5G67300;AT3G56400;AT5G45110;AT4G11850;AT5G45410;AT3G19190;AT5G63970;AT4G37460;AT2G38470;AT5G45250;AT3G59700;AT4G22305;AT1G10170;AT5G60270;AT3G45410;AT1G70690;AT5G02310;AT1G52740;AT5G01560;AT5G18525;AT1G59870;AT5G22250;AT1G31280;AT1G16540;AT2G42010;AT4G11650;AT5G52640;AT5G01550;AT5G06320;AT3G49120;AT5G47010;AT4G31750;AT3G50950;AT5G26920;AT5G59260;AT3G46510;AT4G31550;AT4G25030;AT1G15530;AT3G25070;AT3G21630;AT5G57220;AT5G03280;AT1G33520;AT3G44260;AT4G05200;AT5G59270;AT5G52830;AT2G05940;AT5G49520;AT5G18370;AT1G51890;AT4G23100;AT2G33340;AT1G02205;AT1G69220;AT5G60280;AT4G26120;AT2G32800","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042744 (hydrogen peroxide catabolic process)",0.463219081980357,0.626646937870056,-0.309143134710526,-0.988961659789624,2310,23,"AT4G35090;AT1G65970;AT1G65980;AT1G60740;AT3G27820;AT3G52880;AT4G35000;AT4G32320;AT4G33420;AT1G20630","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0042752 (regulation of circadian rhythm)",0.0982050753043119,0.214979837575257,-0.375194174103696,-1.32046419135015,475,35,"AT1G04400;AT4G33980;AT5G57360;AT1G22770;AT5G42900;AT2G18915;AT5G52660;AT1G10470;AT1G77180;AT3G09600;AT4G08920;AT4G02570;AT3G22380;AT5G02840;AT3G60250;AT5G10140","OSD-321",-0.43,"whole_seedling","dark",TRUE
"GO:0042761 (very long-chain fatty acid biosynthetic process)",0.000987947046038332,0.00632706512462847,0.646077574032263,2.01879288570824,4,22,"AT2G31360;AT3G55360;AT4G13840;AT4G24510;AT3G15850;AT2G32720;AT1G67730;AT1G06350;AT1G06360;AT5G10480;AT3G28910;AT1G01120","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0043067 (regulation of programmed cell death)",0.274033596437968,0.447550866736394,-0.362676963586655,-1.14251067213205,1353,22,"AT5G42050;AT3G23280;AT3G27090;AT1G29030;AT4G20380;AT5G51290;AT5G45100;AT4G19700","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0043068 (positive regulation of programmed cell death)",0.0635742389728722,0.16013260193167,-0.517870620086185,-1.46423628013708,306,15,"AT3G50260;AT2G31880;AT5G39610;AT4G28530;AT1G79340;AT1G02170;AT3G11440;AT5G06100;AT1G12290","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0043069 (negative regulation of programmed cell death)",0.121679172581626,0.252589178945307,-0.436844236533363,-1.32688110876379,599,19,"AT3G11820;AT1G02120;AT4G34180;AT5G47120;AT3G52400","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0043161 (proteasome-mediated ubiquitin-dependent protein catabolic process)",0.00103455410717981,0.00642063476827054,-0.392051784989536,-1.71622897188349,4,101,"AT3G53230;AT4G22820;AT1G14400;AT5G02880;AT1G12440;AT3G53970;AT2G02760;AT3G09840;AT4G38600;AT5G03340;AT4G03020;AT5G38470;AT2G47970;AT1G23390;AT3G22630;AT3G63000;AT4G08455;AT3G54130;AT1G14570;AT3G07370;AT4G12040;AT4G15410;AT1G04810;AT5G23540;AT5G45100;AT4G37880;AT1G51350;AT5G58290;AT1G74770;AT5G66140;AT4G19700;AT4G29040;AT2G22690;AT5G66810;AT5G42790","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0043622 (cortical microtubule organization)",0.0397273612463486,0.113842993840899,0.379222506305344,1.43188352581642,203,48,"AT2G28620;AT3G53760;AT5G66410;AT4G16340;AT5G55230;AT4G18570;AT3G02180;AT5G65930;AT3G23090;AT5G01840;AT1G53510;AT2G07340;AT5G49720;AT1G11160;AT3G50960;AT3G20860;AT1G08780;AT5G64740;AT1G20090;AT3G08670;AT4G18830;AT4G35020","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0044027 (negative regulation of gene expression via chromosomal CpG island methylation)",0.491784264450029,0.647423101856366,0.343641362979867,0.974938945636316,2543,15,"AT4G19020;AT3G43920;AT4G14140;AT4G08590;AT5G13960;AT1G69770;AT1G57820;AT5G49160","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045010 (actin nucleation)",0.016796875,0.0599098342965396,0.56364757170854,1.651205554887,85,17,"AT3G07540;AT3G25500;AT2G43800;AT5G48360;AT3G05470;AT2G46225;AT5G67470;AT5G18410","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045036 (protein targeting to chloroplast)",0.749259039715471,0.840097237988132,0.257722873184876,0.805304384151141,3791,22,"AT1G02280;AT4G24280;AT4G26670;AT2G24820;AT5G57180;AT5G55510;AT5G49910;AT3G46740","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045037 (protein import into chloroplast stroma)",0.0302435192458759,0.0919525181111984,0.467394746037103,1.54424048932231,153,27,"AT5G01590;AT2G20890;AT3G16290;AT2G24020;AT1G79560;AT2G04030;AT4G23940;AT5G53170;AT5G22640;AT2G28900;AT3G04340;AT2G15290;AT5G64580;AT1G04940;AT3G48870","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045087 (innate immune response)",0.211601307189542,0.370302287581699,-0.293149225722173,-1.15768406754299,1035,58,"AT1G09970;AT2G23770;AT4G11850;AT1G79090;AT5G43560;AT2G02220;AT1G04300;AT5G18610;AT2G33580;AT3G21630;AT4G39260;AT1G61360;AT3G16030;AT2G35110;AT1G61480;AT2G44950;AT4G00830;AT1G17250;AT4G29040;AT1G67520","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045088 (regulation of innate immune response)",0.0435978004713276,0.120393926072198,0.44974932770786,1.48594122587085,221,27,"AT1G29750;AT5G51560;AT2G02780;AT1G53440;AT4G22730;AT3G14840;AT2G45340;AT1G44830;AT2G37630;AT2G24230;AT1G14390;AT5G58150;AT1G56120","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045292 (mRNA cis splicing, via spliceosome)",0.125791300796406,0.259336859861084,-0.444767856190168,-1.33100776480147,615,18,"AT1G23860;AT1G14650;AT1G03910;AT3G19670;AT3G13200;AT2G24590;AT3G49130;AT1G13350;AT3G25840","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045324 (late endosome to vacuole transport)",0.0920705739200973,0.206046414497764,-0.454740965135337,-1.38124105930149,453,19,"AT4G29380;AT4G19640;AT5G13530;AT2G26890;AT3G61710;AT3G19770;AT1G24560;AT2G30330;AT5G07120;AT2G06530;AT1G73030","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045454 (cell redox homeostasis)",0.302741590511375,0.479606414441704,0.309473921955273,1.10008874047135,1556,37,"AT3G11630;AT1G76080;AT5G15230;AT3G26060;AT3G02730;AT1G67740;AT4G36910;AT5G06290;AT3G52960;AT3G04340;AT5G16400","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045489 (pectin biosynthetic process)",0.000193573364305072,0.00186712983065567,0.723734053782131,2.52820666507223,0,34,"AT5G06700;AT5G15740;AT3G49720;AT4G32460;AT4G02130;AT5G65810;AT2G33570;AT1G24170;AT3G02250;AT5G47780;AT2G38650;AT3G25140;AT1G13250;AT1G19300;AT1G02720;AT1G70090;AT2G30575;AT3G02350;AT1G14020","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045490 (pectin catabolic process)",0.000195618153364632,0.00186712983065567,0.709564459631159,2.59978307483945,0,42,"AT3G54920;AT3G14310;AT3G07010;AT3G10720;AT4G33220;AT1G04680;AT5G48900;AT2G26440;AT5G53370;AT4G24780;AT5G04310;AT4G02330;AT3G53190;AT1G11580;AT3G49220;AT5G19730;AT5G47500;AT5G63180;AT1G67750;AT3G43270;AT3G27400;AT1G53840;AT1G53830","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045492 (xylan biosynthetic process)",0.997146351406441,1,-0.144758845619564,-0.487009975100277,4891,29,"AT1G67330;AT1G27930;AT1G27600;AT4G36890;AT1G08990;AT1G77130;AT5G61840;AT3G46440","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045814 (negative regulation of gene expression, epigenetic)",0.762533525892304,0.843772630061364,-0.234340449651841,-0.824741410469307,3695,35,"AT5G61060;AT3G10490;AT4G02020;AT3G10480;AT1G21610;AT5G16680;AT5G11530;AT5G44280;AT5G17690;AT3G18520;AT5G01270;AT2G27350;AT3G44530","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045892 (negative regulation of DNA-templated transcription)",0.00020755500207555,0.00186712983065567,-0.424465136778151,-1.95575124632107,0,139,"AT1G13260;AT5G13180;AT4G36900;AT5G63190;AT3G19580;AT5G08790;AT5G47390;AT4G33980;AT1G62300;AT3G48390;AT5G42900;AT2G35270;AT1G27730;AT3G56400;AT2G30470;AT1G30500;AT4G37460;AT5G62000;AT5G24470;AT4G35580;AT5G02810;AT3G15210;AT3G29575;AT4G05420;AT3G10490;AT3G02140;AT2G34720;AT4G24800;AT3G02860;AT1G50640;AT1G75380;AT5G08550;AT1G68840;AT1G15750;AT2G40260;AT4G36990;AT3G10480;AT5G06950;AT4G11660;AT2G36080;AT1G02580;AT5G52830;AT2G20080;AT4G19190;AT1G17760;AT4G27310;AT5G67450;AT1G75080;AT3G26744;AT1G60650;AT2G46830;AT2G47210;AT4G21670;AT1G13740;AT4G38130;AT5G63320;AT2G32700;AT3G20310;AT3G48710;AT2G39810;AT2G33550;AT5G11530;AT5G04280;AT4G32551;AT3G01320;AT5G44280;AT5G37380;AT1G74660;AT1G69260;AT5G17690;AT4G28910","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045893 (positive regulation of DNA-templated transcription)",0.000210659363808721,0.00186712983065567,-0.35906643473626,-1.75877508165567,0,219,"AT1G07530;AT3G19290;AT5G46760;AT4G18880;AT1G73500;AT5G04410;AT3G10500;AT2G46680;AT1G34190;AT5G61600;AT2G42400;AT5G49450;AT5G08790;AT5G61590;AT1G46768;AT4G17500;AT1G64280;AT2G24550;AT1G77450;AT4G34000;AT1G32640;AT3G62420;AT3G61890;AT2G40950;AT5G39610;AT3G54620;AT4G28530;AT5G13330;AT3G04740;AT5G22290;AT1G56280;AT1G34180;AT4G27410;AT2G47190;AT5G62470;AT5G67060;AT1G25540;AT4G35900;AT3G05690;AT1G75490;AT2G30040;AT2G30340;AT5G64220;AT1G35660;AT3G56850;AT5G08520;AT1G69600;AT4G32910;AT2G22430;AT3G22170;AT3G24500;AT3G16770;AT5G47230;AT1G50030;AT3G24140;AT1G77180;AT1G20980;AT5G24890;AT1G03970;AT5G06950;AT5G05410;AT3G24310;AT3G11020;AT5G49520;AT3G01470;AT5G20730;AT5G17800;AT3G11440;AT3G58680;AT2G35110;AT5G09410;AT3G47600;AT5G44080;AT3G26744;AT4G00830;AT4G31510;AT2G42430;AT2G46830;AT3G54810;AT5G06100;AT2G01570;AT2G32700;AT3G01770;AT1G61040;AT2G36270;AT2G16365;AT1G49720;AT4G00210;AT2G45660;AT2G20880;AT2G04880;AT1G28470;AT3G22990;AT2G40340;AT4G23810;AT1G56170","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0045944 (positive regulation of transcription by RNA polymerase II)",0.726710634789777,0.823879100081819,-0.209982049463277,-0.870516828513184,3525,75,"AT2G37520;AT4G04920;AT3G04740;AT1G25540;AT5G20240;AT3G54350;AT3G06010;AT1G43850;AT4G25520;AT3G26730;AT1G66750;AT1G55325;AT5G12230;AT5G62090;AT3G09600;AT4G19600;AT1G11760;AT3G57390;AT1G79000;AT1G26665;AT2G45660;AT5G10140;AT4G25515;AT1G16710;AT3G12980;AT1G26660;AT1G27630;AT2G14210;AT2G46020;AT3G06400;AT2G27980","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0046685 (response to arsenic-containing substance)",0.0441085110788983,0.121248053285373,-0.542731245790367,-1.53452763996922,212,15,"AT1G30400;AT5G44610;AT4G13180;AT5G52640;AT2G21045;AT5G42790;AT4G10380;AT4G18910;AT5G44070","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0046686 (response to cadmium ion)",0.321693328131096,0.49912212251268,0.271384911496884,1.07323992514903,1648,60,"AT5G35630;AT1G68560;AT1G75040;AT4G25100;AT4G28630;AT5G64940;AT3G48670;AT3G56240;AT2G30860;AT3G02570;AT3G09200;AT3G06930","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0046777 (protein autophosphorylation)",0.000206185567010309,0.00186712983065567,-0.416249801907305,-1.8392712994064,0,106,"AT5G58350;AT1G09970;AT4G05150;AT1G16130;AT4G08500;AT1G73500;AT2G03890;AT5G14640;AT5G24430;AT2G46500;AT1G67580;AT1G12970;AT5G41990;AT4G00720;AT3G29160;AT1G08720;AT2G01450;AT3G51550;AT3G61160;AT3G59700;AT3G45410;AT1G16670;AT4G28860;AT2G30040;AT1G10470;AT3G24550;AT4G32300;AT4G28490;AT5G07280;AT5G03730;AT3G21630;AT2G39660;AT4G23650;AT4G03260;AT2G17290;AT1G08680;AT5G35980;AT1G09020;AT1G69220;AT5G60280;AT4G08920;AT4G28540;AT4G18710;AT5G25440;AT5G38210;AT1G35670","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0046854 (phosphatidylinositol phosphate biosynthetic process)",0.376313662085691,0.557221611242732,-0.340409797126075,-1.06124727230552,1861,21,"AT2G03890;AT2G46500;AT5G64090;AT5G64070;AT4G33240","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0046856 (phosphatidylinositol dephosphorylation)",0.0877931449188214,0.197425956156716,-0.432298229655201,-1.38293989651185,437,23,"AT1G65580;AT1G17340;AT3G19420;AT3G10550;AT5G04540;AT3G51830;AT1G22620;AT3G14205;AT5G20840","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048229 (gametophyte development)",0.0233393177737881,0.0767774278678714,0.505300576871162,1.59196381003488,116,23,"AT3G48610;AT2G31270;AT3G49670;AT1G18370;AT5G65700;AT5G62270;AT3G57550;AT2G41880;AT3G25100;AT2G26870","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048278 (vesicle docking)",0.19338370430876,0.350653584318897,-0.414638625523843,-1.24084333541153,946,18,"AT3G11820;AT3G52400;AT1G16240;AT3G61450;AT3G09740;AT5G05760","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048316 (seed development)",0.375244427062964,0.557221611242732,0.267498535036501,1.04104827706343,1918,56,"AT4G24120;AT4G34160;AT4G34710;AT4G15802;AT5G24380;AT5G67260;AT3G54650;AT4G14510;AT3G50070;AT3G23070;AT5G53550","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048354 (mucilage biosynthetic process involved in seed coat development)",0.1791015625,0.333805388931889,0.428754272049124,1.25603563507434,916,17,"AT2G35620;AT5G09870;AT1G21070;AT1G02720;AT3G46550","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048364 (root development)",0.739617539115318,0.835099903202653,0.190324074053694,0.896348798702514,3828,175,"AT3G14310;AT5G55730;AT3G28860;AT1G44900;AT3G14370;AT1G78580;AT3G18130;AT3G56370;AT3G48610;AT4G16780;AT5G65683;AT1G70560;AT1G26960;AT2G05520;AT3G23940;AT1G23080;AT3G44750;AT1G05630;AT1G76240;AT1G48630;AT2G39830;AT1G06150;AT1G70940;AT2G27230;AT1G01950;AT1G53700;AT2G02080;AT4G09510;AT2G25170;AT5G59030;AT4G30340;AT5G55580","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048366 (leaf development)",0.251550387596899,0.418324125230203,0.248101668945925,1.10326693843046,1297,118,"AT1G10670;AT3G49500;AT1G30210;AT1G14280;AT1G70560;AT1G04020;AT3G47450;AT2G31070;AT1G19300;AT3G15030;AT5G41920;AT5G05620;AT4G18390;AT3G13960;AT4G21310;AT1G11130;AT1G53230;AT5G64630;AT4G21550;AT3G61650;AT1G31040;AT4G37650;AT2G42200;AT3G52910;AT2G37860;AT4G30340;AT1G65470;AT2G24060;AT4G20360","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048367 (shoot system development)",0.817197712418301,0.880059074912016,-0.204727210512451,-0.808494135431922,4000,58,"AT1G01550;AT3G16857;AT2G46080;AT3G22200;AT4G29900","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048443 (stamen development)",0.443359375,0.612161338876147,0.343389366914994,1.00595914645822,2269,17,"AT3G28860;AT4G03190;AT2G36910","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048467 (gynoecium development)",0.273516071780714,0.447550866736394,0.380676298240723,1.14736451690984,1386,19,"AT3G49500;AT1G70560;AT4G24670;AT4G17460;AT3G53020;AT1G74720;AT1G75520","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048481 (plant ovule development)",0.395613004308656,0.567263843648208,0.279868159238504,1.03611612100787,2019,44,"AT2G25840;AT1G71830;AT1G24260;AT5G49030;AT1G17560;AT4G17300;AT2G30370;AT5G21150;AT3G55400;AT1G11130;AT5G62230;AT3G58780;AT5G52520;AT5G07180;AT1G32240;AT4G36920","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048510 (regulation of timing of transition from vegetative to reproductive phase)",0.351583248212462,0.530458935899504,-0.310333782641766,-1.07103684344192,1720,32,"AT1G75410;AT5G61060;AT5G12840;AT3G06500;AT2G34720;AT1G10480;AT5G03730;AT1G72390;AT5G63110;AT5G23150;AT1G27360;AT2G19520;AT1G04080;AT3G06400;AT5G14530","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048527 (lateral root development)",0.065439672801636,0.16414451261077,-0.370225247844894,-1.36669652325799,319,42,"AT1G13260;AT1G56010;AT5G47390;AT3G16640;AT5G39610;AT5G13080;AT5G47040;AT1G60940;AT4G34460;AT3G07360","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048544 (recognition of pollen)",0.862005707297187,0.916832925429164,-0.220858928699652,-0.74303232321545,4228,29,"AT5G03700;AT2G19130;AT1G34300","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048564 (photosystem I assembly)",0.021264256717572,0.0715144276199908,0.577784582354034,1.63922260882827,109,15,"AT5G44650;AT2G34860;AT3G56010;AT3G55250;AT5G35220;AT1G22700;AT4G15510;AT5G42270;AT3G22690;AT2G15820;AT5G44660;AT2G30950","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0048573 (photoperiodism, flowering)",0.00123279227450175,0.00746435213887167,-0.497715039254941,-1.88619108428187,5,48,"AT1G18390;AT4G33980;AT5G64930;AT1G25560;AT1G27650;AT5G41990;AT5G42820;AT2G29950;AT5G62640;AT4G02440;AT3G44110;AT3G10490;AT2G25930;AT2G42280;AT1G30810;AT4G00450;AT1G10390;AT3G10480;AT2G35510;AT3G09600","OSD-321",-0.43,"whole_seedling","dark",FALSE
