osd_id,sample_name,organism,condition,ecotype,genotype,tissue,hardware,light_regime,harvest_age_days,zt_known,zt_hours,study_title,assay_technology,platform,study_type
OSD-38,Atha_WT-Col-0_sl_LN2_Rep3_n2-3,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_FLT_Rep1_G1S1_membrane,Arabidopsis thaliana,flight,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_FLT_Rep2_G1S2_membrane,Arabidopsis thaliana,flight,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_FLT_Rep3_G1S3_membrane,Arabidopsis thaliana,flight,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_GC_Rep1_G2S1_membrane,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_GC_Rep2_G2S2_membrane,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_GC_Rep3_G2S3_membrane,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_FLT_Rep1_G1S1_soluble,Arabidopsis thaliana,flight,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_FLT_Rep2_G1S2_soluble,Arabidopsis thaliana,flight,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_FLT_Rep3_G1S3_soluble,Arabidopsis thaliana,flight,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_GC_Rep1_G2S1_soluble,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_GC_Rep2_G2S2_soluble,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_GC_Rep3_G2S3_soluble,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_RNAlat_Rep1_rl1_membrane,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_RNAlat_Rep2_rl2_membrane,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_RNAlat_Rep3_rl3_membrane,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_LN2_Rep1_n2-1_membrane,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_LN2_Rep2_n2-2_membrane,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_LN2_Rep3_n2-3_membrane,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_RNAlat_Rep1_rl1_soluble,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_RNAlat_Rep2_rl2_soluble,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_RNAlat_Rep3_rl3_soluble,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_LN2_Rep1_n2-1_soluble,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_LN2_Rep2_n2-2_soluble,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-38,Atha_WT-Col-0_sl_LN2_Rep3_n2-3_soluble,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,BRIC-PDFU,dark,76.0,False,,Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,"['mass spectrometry', 'RNA Sequencing (RNA-Seq)']",BRIC-PDFU (Biological Research In Canisters - Petri Dish Fixation Unit),
OSD-44,Atha_Col-0_wo_WT_GC_Rep1,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_WT_GC_Rep2,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_WT_GC_Rep3,Arabidopsis thaliana,ground_control,wild_type,Wild Type,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_WT_FLT_Rep1,Arabidopsis thaliana,flight,wild_type,Wild Type,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_WT_FLT_Rep2,Arabidopsis thaliana,flight,wild_type,Wild Type,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_WT_FLT_Rep3,Arabidopsis thaliana,flight,wild_type,Wild Type,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_act2-3_GC_Rep1,Arabidopsis thaliana,ground_control,act2-3,act2-3,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_act2-3_GC_Rep2,Arabidopsis thaliana,ground_control,act2-3,act2-3,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_act2-3_GC_Rep3,Arabidopsis thaliana,ground_control,act2-3,act2-3,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_act2-3_FLT_Rep1,Arabidopsis thaliana,flight,act2-3,act2-3,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_act2-3_FLT_Rep2,Arabidopsis thaliana,flight,act2-3,act2-3,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-44,Atha_Col-0_wo_act2-3_FLT_Rep3,Arabidopsis thaliana,flight,act2-3,act2-3,whole_seedling,,dark,,False,,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,DNA microarray,BRIC-PDFU,
OSD-46,GSM1506014 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506015 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506016 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506017 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506018 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506019 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506020 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506021 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506022 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506023 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506024 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506025 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506026 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506027 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506028 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506029 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506030 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506031 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506032 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506033 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506034 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506035 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506036 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506037 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506038 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506039 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506040 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506041 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506042 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506043 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506044 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506045 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506046 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506047 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506048 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506049 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506050 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506051 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506052 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506053 1,Arabidopsis thaliana,,wild_type,Wild Type,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506054 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506055 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,5.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506056 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-46,GSM1506057 1,Arabidopsis thaliana,,atm-1,atm-1,whole_seedling,,unknown,6.0,False,,Gamma radiation and HZE treatment of seedlings in Arabidopsis,DNA microarray,,
OSD-120,Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day06,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day09,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day13,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day03,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day06,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day09,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day13,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day03,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day06,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day09,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day03,Arabidopsis thaliana,ground_control,Col-0,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Ws_root_GC_Alight_Rep1_GSM2493762_Day06,Arabidopsis thaliana,ground_control,Ws,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Ws_root_GC_Alight_Rep1_GSM2493762_Day09,Arabidopsis thaliana,ground_control,Ws,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Ws_root_GC_Alight_Rep1_GSM2493762_Day13,Arabidopsis thaliana,ground_control,Ws,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Ws_root_GC_Alight_Rep1_GSM2493762_Day03,Arabidopsis thaliana,ground_control,Ws,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Ws_root_GC_Alight_Rep2_GSM2493763_Day06,Arabidopsis thaliana,ground_control,Ws,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Ws_root_GC_Alight_Rep2_GSM2493763_Day09,Arabidopsis thaliana,ground_control,Ws,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Ws_root_GC_Alight_Rep2_GSM2493763_Day03,Arabidopsis thaliana,ground_control,Ws,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Ws_root_GC_Alight_Rep2_GSM2493763_Day13,Arabidopsis thaliana,ground_control,Ws,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
OSD-120,Atha_Ws_root_GC_Alight_Rep3_GSM2493764_Day09,Arabidopsis thaliana,ground_control,Ws,,root,petri dish,unknown,,False,,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,"['RNA Sequencing (RNA-Seq)', 'Photography']",,
